Home,HomeScore,RoadScore,Road,HomeOdds,DrawOdds,RoadOdds,Playoffs,Season,Date
Vancouver Whitecaps,2,0,CF MontrŽal,3,3.8,2.38,0,2021,5/8/2021
FC Dallas,1,1,Dynamo Houston,2.16,3.78,3.8,0,2021,5/8/2021
Sporting Kansas City,2,1,Austin FC,1.93,3.94,4.06,0,2021,5/9/2021
Miami FC,1,1,Atlanta United FC,2,3.63,4.3,0,2021,5/9/2021
Portland Timbers,1,2,Seattle Sounders,2.72,3.8,2.91,0,2021,5/9/2021
San Jose Earthquakes,0,1,Seattle Sounders,2.7,3.72,2.79,0,2021,5/12/2021
Dynamo Houston,1,0,Sporting Kansas City,2.21,3.88,3.2,0,2021,5/12/2021
Minnesota United,1,0,Vancouver Whitecaps,1.58,4.57,5.98,0,2021,5/12/2021
Philadelphia Union,1,1,New England Revolution,2.31,3.82,3.42,0,2021,5/12/2021
Toronto FC,2,0,Columbus Crew,2.61,3.74,2.98,0,2021,5/12/2021
DC United,1,0,Chicago Fire,2.36,3.73,3,0,2021,5/13/2021
Miami FC,0,2,CF MontrŽal,1.91,4.39,5.07,0,2021,5/13/2021
Real Salt Lake,0,0,Nashville SC,2.7,3.41,3,0,2021,5/15/2021
San Jose Earthquakes,0,2,Portland Timbers,2.3,3.95,3.48,0,2021,5/15/2021
Philadelphia Union,1,0,New York Red Bulls,2.23,3.71,3.7,0,2021,5/15/2021
Minnesota United,1,0,FC Dallas,2.2,3.87,3.62,0,2021,5/15/2021
New York City,1,1,Toronto FC,1.71,4.3,5.5,0,2021,5/15/2021
Los Angeles Galaxy,2,0,Austin FC,2.15,3.87,3.55,0,2021,5/15/2021
Colorado Rapids,3,1,Dynamo Houston,1.85,4.7,6.21,0,2021,5/15/2021
DC United,0,1,Orlando City,3.3,3.47,2.4,0,2021,5/16/2021
New England Revolution,1,0,Columbus Crew,1.71,4.14,5.25,0,2021,5/16/2021
Seattle Sounders,2,0,Los Angeles FC,2.55,3.55,3.05,0,2021,5/16/2021
Sporting Kansas City,3,0,Vancouver Whitecaps,1.5,4.93,7.25,0,2021,5/16/2021
FC Cincinnati,2,3,Miami FC,3.35,3.35,2.88,0,2021,5/16/2021
Atlanta United FC,1,0,CF MontrŽal,1.71,4.49,5.22,0,2021,5/16/2021
Chicago Fire,1,0,Miami FC,2.38,3.73,3.05,0,2021,5/22/2021
Orlando City,1,0,Toronto FC,2.28,3.61,3.55,0,2021,5/22/2021
New York City,1,2,Columbus Crew,1.92,3.86,4.5,0,2021,5/22/2021
San Jose Earthquakes,1,3,Sporting Kansas City,2.7,3.75,2.74,0,2021,5/22/2021
Dynamo Houston,2,1,Vancouver Whitecaps,1.63,4.33,6.22,0,2021,5/22/2021
Los Angeles FC,2,1,Colorado Rapids,1.67,4.8,7,0,2021,5/22/2021
FC Dallas,2,2,Real Salt Lake,2.07,3.73,3.89,0,2021,5/22/2021
Portland Timbers,3,0,Los Angeles Galaxy,1.97,4.2,3.72,0,2021,5/22/2021
New England Revolution,3,1,New York Red Bulls,1.76,4.16,4.9,0,2021,5/22/2021
DC United,0,1,Philadelphia Union,3.22,3.52,2.49,0,2021,5/23/2021
Nashville SC,1,0,Austin FC,1.93,3.55,5.1,0,2021,5/23/2021
CF MontrŽal,1,2,FC Cincinnati,2.03,3.95,4.07,0,2021,5/23/2021
Seattle Sounders,1,1,Atlanta United FC,1.86,3.75,5,0,2021,5/23/2021
FC Cincinnati,0,1,New England Revolution,3.7,3.87,2.06,0,2021,5/29/2021
Miami FC,0,3,DC United,2.05,3.55,4.15,0,2021,5/29/2021
Los Angeles Galaxy,1,0,San Jose Earthquakes,2.02,3.95,3.64,0,2021,5/29/2021
Real Salt Lake,1,1,Minnesota United,2.08,3.75,3.7,0,2021,5/29/2021
Los Angeles FC,1,2,New York City,1.75,4.3,4.8,0,2021,5/29/2021
New York Red Bulls,2,1,Orlando City,2.45,3.43,3.22,0,2021,5/29/2021
Columbus Crew,2,1,Toronto FC,2.06,3.71,4.03,0,2021,5/29/2021
Atlanta United FC,2,2,Nashville SC,2.47,3.32,3.22,0,2021,5/29/2021
Colorado Rapids,3,0,FC Dallas,1.82,4,4.69,0,2021,5/29/2021
Sporting Kansas City,3,2,Dynamo Houston,1.71,4.14,5.25,0,2021,5/29/2021
Seattle Sounders,0,0,Austin FC,1.51,4.59,6.5,0,2021,5/30/2021
Philadelphia Union,3,0,Portland Timbers,1.77,4.34,4.5,0,2021,5/30/2021
Chicago Fire,0,1,CF MontrŽal,1.96,3.93,4.1,0,2021,5/30/2021
Sporting Kansas City,1,1,Austin FC,1.7,4.18,5.25,0,2021,6/12/2021
New York Red Bulls,2,0,Nashville SC,2.72,3.28,2.92,0,2021,6/18/2021
Real Salt Lake,3,1,Vancouver Whitecaps,1.95,3.54,4.4,0,2021,6/18/2021
Austin FC,0,0,San Jose Earthquakes,1.97,3.99,3.85,0,2021,6/19/2021
FC Cincinnati,0,2,Colorado Rapids,2.96,3.64,2.45,0,2021,6/19/2021
DC United,1,0,Miami FC,1.89,3.8,5.13,0,2021,6/19/2021
FC Dallas,1,1,Minnesota United,2.05,3.97,3.57,0,2021,6/19/2021
Los Angeles FC,1,1,Dynamo Houston,1.37,5.75,9,0,2021,6/19/2021
Los Angeles Galaxy,1,2,Seattle Sounders,2.33,3.65,3.2,0,2021,6/19/2021
Columbus Crew,2,0,Chicago Fire,1.75,4.27,4.95,0,2021,6/19/2021
Portland Timbers,2,1,Sporting Kansas City,2.38,3.75,2.97,0,2021,6/19/2021
New York City,2,3,New England Revolution,2.21,4.09,3.91,0,2021,6/19/2021
Toronto FC,2,3,Orlando City,2.99,3.55,2.42,0,2021,6/19/2021
Atlanta United FC,2,2,Philadelphia Union,2.42,3.54,3.1,0,2021,6/20/2021
Chicago Fire,0,1,FC Cincinnati,1.83,4.1,4.65,0,2021,6/23/2021
New York City,1,0,Atlanta United FC,1.62,4.5,6.2,0,2021,6/23/2021
Philadelphia Union,1,0,Columbus Crew,1.87,3.84,4.4,0,2021,6/23/2021
Vancouver Whitecaps,1,2,Los Angeles Galaxy,3.2,3.75,2.31,0,2021,6/23/2021
Minnesota United,2,0,Austin FC,1.88,4.1,4.36,0,2021,6/23/2021
Los Angeles FC,2,0,FC Dallas,1.39,5.75,9.5,0,2021,6/23/2021
Seattle Sounders,2,1,Real Salt Lake,1.73,4.18,5.4,0,2021,6/23/2021
Dynamo Houston,2,2,Portland Timbers,2.17,4.1,4,0,2021,6/23/2021
Sporting Kansas City,3,1,Colorado Rapids,1.71,4.41,4.6,0,2021,6/23/2021
New England Revolution,3,2,New York Red Bulls,1.59,4.5,6.1,0,2021,6/23/2021
Nashville SC,3,2,Toronto FC,2.1,3.6,3.77,0,2021,6/23/2021
CF MontrŽal,0,0,DC United,2.82,3.38,2.8,0,2021,6/24/2021
Miami FC,1,2,Orlando City,3.76,3.6,2.08,0,2021,6/25/2021
Portland Timbers,0,1,Minnesota United,2.17,3.9,3.45,0,2021,6/26/2021
Toronto FC,0,2,FC Cincinnati,2.08,3.95,4.4,0,2021,6/26/2021
Real Salt Lake,1,1,Dynamo Houston,2.08,3.7,3.72,0,2021,6/26/2021
San Jose Earthquakes,1,3,Los Angeles Galaxy,2.25,4,3.24,0,2021,6/26/2021
Seattle Sounders,2,2,Vancouver Whitecaps,1.5,4.55,7.9,0,2021,6/26/2021
Chicago Fire,3,3,Philadelphia Union,2.88,3.74,2.91,0,2021,6/26/2021
Sporting Kansas City,2,1,Los Angeles FC,2.13,4.06,3.5,0,2021,6/26/2021
Austin FC,0,0,Columbus Crew,2.77,3.39,2.71,0,2021,6/27/2021
New York City,2,1,DC United,1.63,4.15,6,0,2021,6/27/2021
FC Dallas,2,1,New England Revolution,3.7,3.9,2.4,0,2021,6/27/2021
Atlanta United FC,0,0,New York Red Bulls,2.2,3.67,3.8,0,2021,6/27/2021
Nashville SC,1,1,CF MontrŽal,1.67,4.15,7,0,2021,6/27/2021
Austin FC,4,1,Portland Timbers,2.35,3.6,3.35,0,2021,7/1/2021
Real Salt Lake,0,1,Los Angeles FC,3.43,3.96,2.16,0,2021,7/3/2021
Nashville SC,1,0,Philadelphia Union,2.2,3.45,4.2,0,2021,7/3/2021
Dynamo Houston,1,1,FC Cincinnati,1.99,3.82,3.9,0,2021,7/3/2021
Orlando City,1,2,New York Red Bulls,1.68,4.25,5,0,2021,7/3/2021
Columbus Crew,2,2,New England Revolution,2.69,3.52,2.63,0,2021,7/3/2021
Minnesota United,2,2,San Jose Earthquakes,1.57,4.68,5.75,0,2021,7/3/2021
Chicago Fire,3,0,Atlanta United FC,2.02,4.05,4.21,0,2021,7/3/2021
DC United,7,1,Toronto FC,1.9,3.74,4.25,0,2021,7/3/2021
Los Angeles Galaxy,0,2,Sporting Kansas City,2.65,3.83,2.54,0,2021,7/4/2021
Colorado Rapids,1,1,Seattle Sounders,2.11,3.74,3.82,0,2021,7/4/2021
FC Dallas,2,2,Vancouver Whitecaps,1.75,4.18,4.75,0,2021,7/4/2021
CF MontrŽal,1,0,Miami FC,2.99,3.44,2.7,0,2021,7/4/2021
Austin FC,0,2,Los Angeles FC,2.93,3.68,2.38,0,2021,7/7/2021
Vancouver Whitecaps,0,4,Real Salt Lake,4.5,3.6,1.95,0,2021,7/7/2021
Colorado Rapids,2,0,Minnesota United,1.96,4.1,3.8,0,2021,7/7/2021
Seattle Sounders,2,0,Dynamo Houston,1.9,3.95,4.3,0,2021,7/7/2021
New England Revolution,2,3,Toronto FC,1.54,4.8,6.3,0,2021,7/7/2021
Chicago Fire,3,1,Orlando City,2.25,3.92,3.26,0,2021,7/7/2021
Los Angeles Galaxy,3,1,FC Dallas,1.96,4.1,3.98,0,2021,7/7/2021
New York Red Bulls,1,1,Philadelphia Union,2.28,3.84,3.3,0,2021,7/8/2021
Nashville SC,2,2,Atlanta United FC,1.66,4.2,6.25,0,2021,7/8/2021
CF MontrŽal,2,1,New York City,4.5,4.21,1.78,0,2021,7/8/2021
FC Cincinnati,2,2,Columbus Crew,2.45,3.35,3.15,0,2021,7/9/2021
Atlanta United FC,0,1,New England Revolution,3.82,4,2.35,0,2021,7/17/2021
Portland Timbers,1,0,FC Dallas,1.9,3.94,4.25,0,2021,7/17/2021
Toronto FC,1,1,Orlando City,2.65,3.97,2.81,0,2021,7/17/2021
Colorado Rapids,1,1,San Jose Earthquakes,1.68,5.45,9.1,0,2021,7/17/2021
Columbus Crew,2,1,New York City,3.25,3.65,2.85,0,2021,7/17/2021
Philadelphia Union,2,1,DC United,2.04,3.63,4.01,0,2021,7/17/2021
Vancouver Whitecaps,2,1,Los Angeles Galaxy,3.28,3.81,2.38,0,2021,7/17/2021
Los Angeles FC,2,1,Real Salt Lake,1.57,5.25,8.58,0,2021,7/17/2021
Nashville SC,5,1,Chicago Fire,1.8,4,5.1,0,2021,7/17/2021
Minnesota United,1,0,Seattle Sounders,2.2,3.96,4,0,2021,7/18/2021
CF MontrŽal,5,4,FC Cincinnati,2.11,3.75,3.56,0,2021,7/18/2021
Vancouver Whitecaps,0,0,Dynamo Houston,2.8,3.58,2.73,0,2021,7/20/2021
Columbus Crew,0,0,Nashville SC,2.36,3.42,3.5,0,2021,7/21/2021
Miami FC,0,5,New England Revolution,2.92,3.58,2.65,0,2021,7/21/2021
Toronto FC,1,1,New York Red Bulls,2.32,3.75,3.32,0,2021,7/21/2021
FC Cincinnati,1,1,Atlanta United FC,2.33,3.62,3.3,0,2021,7/21/2021
Sporting Kansas City,1,1,San Jose Earthquakes,1.53,5,6.99,0,2021,7/21/2021
Colorado Rapids,2,0,FC Dallas,1.6,4.55,5.73,0,2021,7/21/2021
Portland Timbers,2,1,Los Angeles FC,3.64,4.07,1.97,0,2021,7/21/2021
Chicago Fire,2,2,DC United,2.31,3.68,3.19,0,2021,7/21/2021
Real Salt Lake,2,2,Los Angeles Galaxy,1.97,3.84,4,0,2021,7/21/2021
Austin FC,0,1,Seattle Sounders,2.13,4.05,5.4,0,2021,7/22/2021
New York City,1,0,CF MontrŽal,1.49,5.2,7.5,0,2021,7/22/2021
Atlanta United FC,0,1,Columbus Crew,2.31,3.52,3.47,0,2021,7/24/2021
San Jose Earthquakes,1,1,Dynamo Houston,2.32,3.73,3.38,0,2021,7/24/2021
Chicago Fire,1,2,Toronto FC,2.33,3.99,3.42,0,2021,7/24/2021
Minnesota United,2,1,Portland Timbers,1.69,4.5,5,0,2021,7/24/2021
Los Angeles FC,2,2,Vancouver Whitecaps,1.22,7.75,13.56,0,2021,7/24/2021
Nashville SC,3,0,FC Cincinnati,1.65,4.13,6.42,0,2021,7/24/2021
Real Salt Lake,3,0,Colorado Rapids,2.39,3.52,3.25,0,2021,7/24/2021
FC Dallas,4,0,Los Angeles Galaxy,2.15,4,3.75,0,2021,7/24/2021
DC United,1,0,New York Red Bulls,2.45,3.48,3.58,0,2021,7/25/2021
Miami FC,1,1,Philadelphia Union,3.35,3.58,2.64,0,2021,7/25/2021
Seattle Sounders,1,3,Sporting Kansas City,2.4,3.58,3.2,0,2021,7/25/2021
New York City,5,0,Orlando City,1.73,4.6,6.5,0,2021,7/25/2021
New England Revolution,2,1,CF MontrŽal,1.47,5.05,7.14,0,2021,7/26/2021
Los Angeles FC,2,2,Minnesota United,1.55,5,7.2,0,2021,7/28/2021
Orlando City,3,2,Atlanta United FC,1.91,4,4.4,0,2021,7/30/2021
New York City,4,1,Columbus Crew,1.59,4.67,7.64,0,2021,7/30/2021
Los Angeles Galaxy,4,1,Portland Timbers,2.13,4.05,3.75,0,2021,7/30/2021
FC Cincinnati,0,0,DC United,2.82,3.63,3.05,0,2021,7/31/2021
Dynamo Houston,0,0,Real Salt Lake,2.25,3.73,3.5,0,2021,7/31/2021
Austin FC,0,1,Colorado Rapids,2.31,3.65,3.8,0,2021,7/31/2021
Sporting Kansas City,1,2,FC Dallas,1.6,4.5,6.04,0,2021,7/31/2021
Vancouver Whitecaps,2,2,Minnesota United,3.75,3.81,2.25,0,2021,7/31/2021
New York Red Bulls,2,3,New England Revolution,2.33,3.84,3.1,0,2021,7/31/2021
Seattle Sounders,0,1,San Jose Earthquakes,1.72,4.1,5.5,0,2021,7/31/2021
Philadelphia Union,1,1,Chicago Fire,1.73,4.8,5.6,0,2021,8/1/2021
Toronto FC,1,1,Nashville SC,2.44,3.6,3.25,0,2021,8/1/2021
Miami FC,2,1,CF MontrŽal,2.31,3.79,3.6,0,2021,8/1/2021
New England Revolution,0,0,Nashville SC,1.77,4.2,6.1,0,2021,8/4/2021
Chicago Fire,0,0,New York City,3.75,4.1,2,0,2021,8/4/2021
New York Red Bulls,0,0,FC Cincinnati,1.72,4.21,6.11,0,2021,8/4/2021
Los Angeles Galaxy,1,0,Real Salt Lake,2.1,4.05,4.5,0,2021,8/4/2021
Orlando City,1,1,Miami FC,1.7,4.39,5.5,0,2021,8/4/2021
Seattle Sounders,1,1,FC Dallas,1.88,4,4.8,0,2021,8/4/2021
Portland Timbers,1,1,San Jose Earthquakes,1.93,4.38,4.33,0,2021,8/4/2021
Los Angeles FC,1,4,Sporting Kansas City,1.75,4.45,5.74,0,2021,8/4/2021
Columbus Crew,2,4,DC United,2.36,3.4,4.43,0,2021,8/4/2021
Philadelphia Union,3,0,Toronto FC,1.67,4.42,5.3,0,2021,8/4/2021
Austin FC,3,2,Dynamo Houston,1.99,3.63,4.49,0,2021,8/4/2021
CF MontrŽal,2,2,Atlanta United FC,2.2,3.87,3.65,0,2021,8/5/2021
Colorado Rapids,0,0,Sporting Kansas City,2.16,3.9,3.9,0,2021,8/7/2021
FC Cincinnati,1,1,Orlando City,2.65,3.58,2.9,0,2021,8/7/2021
Minnesota United,2,0,Dynamo Houston,1.72,4.15,5.34,0,2021,8/7/2021
FC Dallas,2,0,Austin FC,2.17,3.75,3.75,0,2021,8/7/2021
Toronto FC,2,2,New York City,4.2,4.04,2.1,0,2021,8/7/2021
Columbus Crew,2,3,Atlanta United FC,2.03,3.54,4.1,0,2021,8/7/2021
Portland Timbers,3,2,Real Salt Lake,1.96,3.85,3.98,0,2021,8/7/2021
Los Angeles Galaxy,1,1,Vancouver Whitecaps,1.66,4.45,5.9,0,2021,8/8/2021
Chicago Fire,2,1,New York Red Bulls,2.75,3.68,2.84,0,2021,8/8/2021
Miami FC,2,1,Nashville SC,2.78,3.24,2.85,0,2021,8/8/2021
New England Revolution,2,1,Philadelphia Union,1.89,4.35,5.6,0,2021,8/8/2021
San Jose Earthquakes,2,1,Los Angeles FC,3.8,4.08,2.04,0,2021,8/8/2021
DC United,2,1,CF MontrŽal,1.69,4.45,6,0,2021,8/9/2021
San Jose Earthquakes,0,0,Vancouver Whitecaps,1.7,4.1,5.81,0,2021,8/13/2021
Minnesota United,0,1,Los Angeles Galaxy,1.76,4.5,4.8,0,2021,8/14/2021
FC Dallas,0,2,Sporting Kansas City,2.67,3.6,2.78,0,2021,8/14/2021
Real Salt Lake,1,0,Austin FC,2.03,3.78,4,0,2021,8/14/2021
Toronto FC,1,2,New England Revolution,2.78,3.82,2.53,0,2021,8/14/2021
Dynamo Houston,1,3,Colorado Rapids,2.7,3.43,3.1,0,2021,8/14/2021
New York City,2,0,Miami FC,1.42,5.1,8.2,0,2021,8/14/2021
Chicago Fire,1,0,Columbus Crew,2.38,3.64,3.36,0,2021,8/15/2021
Portland Timbers,2,6,Seattle Sounders,2.61,3.52,2.9,0,2021,8/15/2021
Nashville SC,5,2,DC United,2.23,3.43,4.15,0,2021,8/15/2021
Atlanta United FC,1,0,Los Angeles FC,2.73,3.76,2.71,0,2021,8/15/2021
CF MontrŽal,2,1,New York Red Bulls,2.52,3.56,3.05,0,2021,8/15/2021
San Jose Earthquakes,1,1,Minnesota United,2.35,3.62,3.05,0,2021,8/17/2021
Los Angeles Galaxy,1,2,Colorado Rapids,2.25,3.75,3.55,0,2021,8/17/2021
FC Dallas,0,1,Seattle Sounders,2.58,3.65,3.6,0,2021,8/18/2021
Atlanta United FC,1,0,Toronto FC,1.76,4.75,5.9,0,2021,8/18/2021
Philadelphia Union,1,0,New York City,2.7,3.68,2.75,0,2021,8/18/2021
New York Red Bulls,1,0,Columbus Crew,2.08,3.75,4.15,0,2021,8/18/2021
Nashville SC,1,1,Orlando City,1.84,3.78,5.25,0,2021,8/18/2021
Sporting Kansas City,1,1,Portland Timbers,1.57,4.85,6,0,2021,8/18/2021
Austin FC,1,2,Vancouver Whitecaps,1.71,4.05,5.61,0,2021,8/18/2021
Real Salt Lake,2,1,Dynamo Houston,1.8,3.9,4.84,0,2021,8/18/2021
New England Revolution,3,2,DC United,1.75,4.15,5.25,0,2021,8/18/2021
Miami FC,3,2,Chicago Fire,2.03,3.68,4.05,0,2021,8/18/2021
FC Cincinnati,0,0,CF MontrŽal,2.51,3.6,3.35,0,2021,8/19/2021
Los Angeles Galaxy,1,2,San Jose Earthquakes,1.81,4.05,4.55,0,2021,8/20/2021
Orlando City,1,0,Chicago Fire,1.7,4.15,5.5,0,2021,8/21/2021
DC United,1,2,Atlanta United FC,2.16,3.64,3.75,0,2021,8/21/2021
Colorado Rapids,2,1,Real Salt Lake,1.72,4.05,4.75,0,2021,8/21/2021
Vancouver Whitecaps,2,1,Los Angeles FC,4.4,4,1.81,0,2021,8/21/2021
Dynamo Houston,2,2,FC Dallas,2.28,3.45,3.48,0,2021,8/21/2021
Miami FC,3,1,Toronto FC,2.17,3.6,3.55,0,2021,8/21/2021
Austin FC,3,1,Portland Timbers,2.1,3.75,3.55,0,2021,8/21/2021
New England Revolution,4,1,FC Cincinnati,1.55,4.8,6.75,0,2021,8/21/2021
Minnesota United,0,0,Sporting Kansas City,2.38,3.6,3.16,0,2021,8/21/2021
Columbus Crew,1,2,Seattle Sounders,2.51,3.42,2.93,0,2021,8/21/2021
Philadelphia Union,1,1,CF MontrŽal,1.65,4.26,5.9,0,2021,8/22/2021
Orlando City,0,0,Miami FC,2.12,3.85,4.1,0,2021,8/27/2021
Columbus Crew,3,2,FC Cincinnati,1.85,3.78,4.9,0,2021,8/27/2021
New York Red Bulls,0,1,Chicago Fire,1.78,3.92,4.65,0,2021,8/28/2021
Sporting Kansas City,1,1,Colorado Rapids,1.95,3.95,4.1,0,2021,8/28/2021
Dynamo Houston,1,2,Minnesota United,2.29,3.58,3.2,0,2021,8/28/2021
New York City,2,0,New England Revolution,1.7,4.35,4.84,0,2021,8/28/2021
DC United,3,1,Philadelphia Union,2.36,3.58,3.05,0,2021,8/28/2021
Los Angeles FC,3,3,Los Angeles Galaxy,1.64,4.5,5,0,2021,8/28/2021
Atlanta United FC,0,2,Nashville SC,2.38,3.48,3.1,0,2021,8/28/2021
CF MontrŽal,3,1,Toronto FC,2.05,3.94,3.65,0,2021,8/28/2021
Seattle Sounders,0,2,Portland Timbers,1.69,4.25,5.5,0,2021,8/29/2021
Austin FC,3,5,FC Dallas,2.05,3.72,3.65,0,2021,8/29/2021
Vancouver Whitecaps,4,1,Real Salt Lake,2.29,3.62,3.35,0,2021,8/29/2021
Philadelphia Union,0,1,New England Revolution,2.75,3.68,2.6,0,2021,9/3/2021
Dynamo Houston,0,2,Portland Timbers,2.17,3.84,3.35,0,2021,9/3/2021
Nashville SC,3,1,New York City,2.77,3.5,2.7,0,2021,9/3/2021
Los Angeles FC,4,0,Sporting Kansas City,2.32,3.72,3.4,0,2021,9/3/2021
FC Cincinnati,0,1,Miami FC,2.65,3.4,2.75,0,2021,9/4/2021
San Jose Earthquakes,0,1,Colorado Rapids,2.45,3.55,2.81,0,2021,9/4/2021
Vancouver Whitecaps,2,1,Austin FC,2.06,3.85,3.75,0,2021,9/4/2021
Orlando City,3,2,Columbus Crew,1.87,3.8,4.6,0,2021,9/4/2021
Real Salt Lake,3,2,FC Dallas,2.03,3.8,3.9,0,2021,9/4/2021
Vancouver Whitecaps,0,1,Portland Timbers,2.33,3.6,3.1,0,2021,9/10/2021
Atlanta United FC,3,0,Orlando City,2.47,3.7,3,0,2021,9/10/2021
Miami FC,1,0,Columbus Crew,1.96,3.56,4.1,0,2021,9/11/2021
New York Red Bulls,1,1,DC United,2.36,3.6,3.4,0,2021,9/11/2021
FC Dallas,1,1,San Jose Earthquakes,1.97,3.9,3.85,0,2021,9/11/2021
FC Cincinnati,2,0,Toronto FC,2.23,3.8,3.45,0,2021,9/11/2021
Sporting Kansas City,2,0,Chicago Fire,1.65,4.45,5.3,0,2021,9/11/2021
New England Revolution,2,1,New York City,2.6,3.8,3.6,0,2021,9/11/2021
Dynamo Houston,3,0,Austin FC,2.01,3.9,3.8,0,2021,9/11/2021
Colorado Rapids,1,1,Los Angeles Galaxy,1.8,4.44,4.5,0,2021,9/11/2021
Seattle Sounders,1,0,Minnesota United,2.09,3.65,4.2,0,2021,9/11/2021
Los Angeles FC,3,2,Real Salt Lake,1.53,4.65,6.2,0,2021,9/12/2021
CF MontrŽal,0,1,Nashville SC,2.33,3.4,3.35,0,2021,9/12/2021
Toronto FC,0,1,Miami FC,2.33,3.55,3.4,0,2021,9/14/2021
Columbus Crew,2,1,New York Red Bulls,2.23,3.54,3.44,0,2021,9/14/2021
New York City,3,3,FC Dallas,1.44,5.4,7.3,0,2021,9/14/2021
Los Angeles Galaxy,1,1,Dynamo Houston,1.76,4.15,4.55,0,2021,9/15/2021
Austin FC,1,2,Los Angeles FC,2.85,3.78,2.38,0,2021,9/15/2021
Portland Timbers,2,2,Colorado Rapids,2.31,3.66,3.1,0,2021,9/15/2021
DC United,3,0,Chicago Fire,1.67,4.4,5.5,0,2021,9/15/2021
San Jose Earthquakes,3,4,Real Salt Lake,2.18,3.6,3.4,0,2021,9/15/2021
Atlanta United FC,4,0,FC Cincinnati,1.56,5,7.6,0,2021,9/15/2021
Sporting Kansas City,4,0,Minnesota United,1.92,3.86,4,0,2021,9/15/2021
Orlando City,2,4,CF MontrŽal,1.88,4,4.5,0,2021,9/16/2021
Miami FC,0,4,New York Red Bulls,2.23,3.46,3.6,0,2021,9/17/2021
Real Salt Lake,1,0,Seattle Sounders,2.38,3.5,3.2,0,2021,9/18/2021
New England Revolution,1,1,Columbus Crew,1.47,5.1,7.9,0,2021,9/18/2021
FC Cincinnati,1,2,New York City,4.9,4.2,1.72,0,2021,9/18/2021
Toronto FC,2,1,Nashville SC,3.35,3.46,2.25,0,2021,9/18/2021
Minnesota United,3,0,Los Angeles Galaxy,1.87,4,4.25,0,2021,9/18/2021
Dynamo Houston,3,2,FC Dallas,2.25,3.7,3.2,0,2021,9/18/2021
Austin FC,3,4,San Jose Earthquakes,2.35,3.86,3.2,0,2021,9/18/2021
Atlanta United FC,3,2,DC United,2.1,3.75,3.45,0,2021,9/18/2021
Colorado Rapids,1,1,Vancouver Whitecaps,1.6,4.25,5.8,0,2021,9/19/2021
Portland Timbers,2,1,Los Angeles FC,2.64,3.75,2.7,0,2021,9/19/2021
CF MontrŽal,2,0,Chicago Fire,1.66,4.25,5.1,0,2021,9/19/2021
Philadelphia Union,3,1,Orlando City,1.67,4.1,5.55,0,2021,9/19/2021
New York Red Bulls,1,1,New York City,3.15,3.75,2.33,0,2021,9/22/2021
Miami FC,1,5,Nashville SC,3.4,3.35,2.4,0,2021,9/22/2021
Chicago Fire,2,3,New England Revolution,3.25,3.75,3.02,0,2021,9/22/2021
Colorado Rapids,0,0,Toronto FC,1.49,4.95,7.1,0,2021,9/25/2021
New York City,0,1,New York Red Bulls,1.77,3.94,5.25,0,2021,9/25/2021
Philadelphia Union,1,0,Atlanta United FC,2.05,3.82,3.85,0,2021,9/25/2021
Vancouver Whitecaps,1,0,FC Dallas,2.3,3.62,3.2,0,2021,9/25/2021
Minnesota United,2,0,Dynamo Houston,1.85,3.9,4.4,0,2021,9/25/2021
San Jose Earthquakes,2,0,Los Angeles FC,2.83,3.74,2.62,0,2021,9/25/2021
New England Revolution,2,1,Orlando City,1.66,4.5,5.25,0,2021,9/25/2021
DC United,4,2,FC Cincinnati,1.53,4.75,6.5,0,2021,9/25/2021
Portland Timbers,6,1,Real Salt Lake,2.17,3.9,3.55,0,2021,9/25/2021
Sporting Kansas City,1,2,Seattle Sounders,2.08,3.74,4.05,0,2021,9/26/2021
Austin FC,2,0,Los Angeles Galaxy,2.81,3.98,2.36,0,2021,9/26/2021
Chicago Fire,0,0,Nashville SC,2.89,3.56,2.7,0,2021,9/26/2021
Columbus Crew,2,1,CF MontrŽal,2.35,3.64,3.1,0,2021,9/26/2021
Dynamo Houston,0,0,Vancouver Whitecaps,1.99,4.05,4.65,0,2021,9/29/2021
Atlanta United FC,1,0,Miami FC,1.62,4.65,6.4,0,2021,9/29/2021
New York Red Bulls,1,1,Philadelphia Union,2.33,3.3,3.25,0,2021,9/29/2021
Los Angeles FC,1,2,Portland Timbers,1.72,4.35,5,0,2021,9/29/2021
FC Dallas,1,3,Sporting Kansas City,2.5,3.9,3.3,0,2021,9/29/2021
San Jose Earthquakes,1,3,Seattle Sounders,2.73,3.35,2.85,0,2021,9/29/2021
Chicago Fire,2,0,New York City,3.65,3.68,2.21,0,2021,9/29/2021
Real Salt Lake,2,1,Los Angeles Galaxy,2.2,3.8,3.45,0,2021,9/29/2021
Nashville SC,2,2,Orlando City,1.73,3.84,5.4,0,2021,9/29/2021
Colorado Rapids,3,0,Austin FC,1.53,5.1,7.5,0,2021,9/29/2021
DC United,3,1,Minnesota United,1.85,4.2,5.3,0,2021,9/29/2021
Toronto FC,3,2,FC Cincinnati,1.87,3.96,4.2,0,2021,9/29/2021
CF MontrŽal,1,4,New England Revolution,3.1,3.68,2.71,0,2021,9/30/2021
FC Dallas,0,0,Minnesota United,2.14,3.64,3.42,0,2021,10/2/2021
FC Cincinnati,0,1,New York Red Bulls,3.6,3.7,2.12,0,2021,10/2/2021
