NAME,AGE,YEAR,EARNINGS,CUP,EVNTS,RNDS,CUTS,TOP10,WINS,SCORE,DDIS,DACC,GIR,PUTTS,SAND,BIRDS
Chris Kirk,38,2023,4150252,1476,29,92,19,4,1,69.9,296.4,61.4,66.7,1.743,59.8,3.739
Brendon Todd,38,2023,3935870,1075,31,104,22,7,0,69.6,282,67.9,66.2,1.718,60.4,4.048
Hideki Matsuyama,32,2023,3874772,942,26,87,20,2,0,69.9,297.2,59.5,66.9,1.754,54.7,3.839
Matt Kuchar,45,2023,3840222,714,27,91,20,6,0,69.6,294.4,63.3,67.9,1.748,68,3.846
Séamus Power,37,2023,3792807,1185,26,82,18,3,1,70.3,300,58.7,65.4,1.729,45.9,3.854
Lee Hodges,28,2023,3749468,1187,34,107,20,3,1,70.3,300.3,60.1,65.5,1.767,47.9,3.383
J.T. Poston,30,2023,3699409,1193,31,100,21,8,0,69.6,297,60.5,68.8,1.735,55.5,3.97
Beau Hossler,29,2023,3586109,826,34,110,24,5,0,69.7,305.3,57.6,66.9,1.733,52.5,3.891
Justin Thomas,30,2023,3566403,608,21,72,15,4,0,70.4,308.5,55.2,65.7,1.768,50,4
Adam Scott,43,2023,3329394,597,19,68,17,5,0,69.8,313,53.3,65.8,1.714,57.4,4.294
Byeong Hun An,32,2023,3231760,1159,31,105,23,4,0,69.7,315.6,52.2,64.1,1.726,61.3,3.981
Ludvig Åberg,24,2023,3144994,254,13,50,12,4,1,68.3,317.1,65.5,73.3,1.712,46.8,4.76
Alex Smalley,27,2023,3128514,880,33,112,23,4,0,69.9,303,58.8,69.3,1.767,54,3.732
Taylor Montgomery,29,2023,3079378,889,32,102,22,5,0,69.7,303.8,54.4,63,1.667,51.9,4.373
Justin Suh,26,2023,3075821,548,35,114,28,4,0,70.1,299.4,63.4,66.3,1.726,46.5,4.167
Keith Mitchell,32,2023,3062484,742,30,94,21,5,0,70.2,313.7,63.3,67.7,1.755,51.7,3.872
J.J. Spaun,33,2023,3060779,764,32,102,24,4,0,69.6,298.8,63.7,70.5,1.773,56.2,3.843
Luke List,39,2023,3029125,309,32,100,19,1,1,70.2,311.3,54.5,70.8,1.781,43.4,3.93
Patrick Rodgers,31,2023,3026193,1011,33,102,20,5,0,70,308.8,54.1,65.6,1.755,55.1,3.706
Sam Ryder,34,2023,2946215,767,35,111,21,5,0,69.8,294.3,57.1,66.8,1.705,47.6,4.198
Mark Hubbard,34,2023,2932685,711,39,116,22,6,0,69.9,292.6,61.2,68.2,1.751,52.7,3.845
Hayden Buckley,28,2023,2929779,779,28,84,15,4,0,70.3,304.4,65.1,68.7,1.77,45.9,3.488
Ben Griffin,27,2023,2897799,747,37,119,25,3,0,69.6,300.1,56,66.9,1.733,58.9,4.042
K.H. Lee,32,2023,2883904,567,33,107,22,4,0,70,300.7,59.6,68.6,1.762,52.1,3.813
Davis Riley,27,2023,2856707,812,35,102,19,2,1,70.5,305.9,58.9,66,1.753,38.9,3.902
Nick Hardy,28,2023,2845184,902,37,118,25,2,1,70,309.2,57.3,69.1,1.75,49.1,3.932
Brandon Wu,27,2023,2622608,829,35,115,23,3,0,69.8,295.7,61.6,68.6,1.736,42.1,3.983
Alex Noren,41,2023,2591982,437,29,92,19,4,0,70,300.2,54.9,66.2,1.76,54.1,3.641
Shane Lowry,36,2023,2588707,563,18,62,15,1,0,70.4,303.8,64,66.3,1.768,52.7,3.484
Thomas Detry,31,2023,2481116,870,29,99,22,3,0,69.9,307.7,57.8,65.2,1.735,55.7,4.02
Stephan Jaeger,34,2023,2478083,860,33,122,30,2,0,69.4,306.1,57.9,70.5,1.755,53.1,4.057
Austin Eckroat,25,2023,2476429,594,32,98,17,4,0,69.9,301.1,64.3,67.3,1.769,48.4,3.755
Aaron Rai,29,2023,2470341,704,32,105,21,3,0,69.8,294.1,68.7,69.6,1.766,39.1,3.848
Zac Blair,33,2023,2469218,465,28,78,11,2,0,70.2,281.6,68.1,66.5,1.753,53.3,3.718
S.H. Kim,25,2023,2464522,546,36,111,21,2,0,70.3,308.7,56.5,63.4,1.739,59.2,3.838
Erik van Rooyen,34,2023,2457390,275,29,78,13,4,1,70.4,304.9,58.1,68.4,1.743,43.9,4.077
Matt NeSmith,30,2023,2410629,662,33,99,19,4,0,70.3,297.1,62.3,69.5,1.781,51.4,3.606
Akshay Bhatia,22,2023,2346959,435,26,84,19,5,1,69.5,304.9,63.9,70.6,1.761,56.4,4.25
Chez Reavie,42,2023,2264759,464,32,96,18,2,0,70.8,288.4,65.8,68.5,1.786,48.5,3.469
Gary Woodland,39,2023,2256535,465,24,83,18,2,0,70.7,313.8,58.2,67.9,1.805,41.1,3.675
David Lingmerth,36,2023,2227332,561,32,88,13,5,0,71.1,278.5,67,61,1.745,57.6,3.511
Sam Stevens,27,2023,2208792,736,35,106,21,3,0,70.3,310.6,55.8,67.5,1.76,51,3.679
Michael Kim,30,2023,2206882,563,32,97,17,4,0,70.2,305,58.6,68.2,1.776,56,3.588
Davis Thompson,24,2023,2191482,596,30,96,21,2,0,70,310.3,60.4,69.4,1.76,54.3,3.896
Joel Dahmen,36,2023,1996174,519,31,92,18,5,0,70.6,296.1,63.1,67.1,1.776,54.7,3.576
Camilo Villegas,42,2023,1951764,14,13,0,6,2,1,0,0,0,0,0,0,0
Tyler Duncan,34,2023,1917561,403,34,94,14,3,0,70.1,298.8,67.4,70.8,1.777,44.9,3.819
Ben Taylor,31,2023,1912677,592,35,106,18,4,0,70.9,304.1,50.4,64.8,1.767,48.4,3.585
Christiaan Bezuidenhout,29,2023,1886083,405,28,89,19,1,0,70.1,291.4,61.5,65.1,1.744,60.3,3.517
Taylor Pendrith,32,2023,1880027,379,32,99,19,4,0,70.4,310.4,55.6,69.5,1.783,48.6,3.747
Billy Horschel,37,2023,1810825,485,23,64,12,3,0,70.9,298.5,62.6,64.1,1.77,50,3.547
Danny Willett,36,2023,1791651,511,22,67,12,1,0,71.2,292.1,58,61.2,1.772,57.7,3.164
Garrick Higgo,24,2023,1784592,586,33,103,19,1,0,70.4,310.8,57.3,66.9,1.756,50.7,3.942
Callum Tarren,33,2023,1780943,474,35,99,15,2,0,70.6,312,50.7,67.7,1.76,43.1,3.788
Scott Stallings,38,2023,1758306,282,29,84,16,1,0,70.9,301.1,56.4,65.9,1.798,47.1,3.393
Dylan Wu,27,2023,1757267,509,33,106,21,2,0,69.8,298.2,60.4,70.4,1.754,55.5,4.028
Nate Lashley,41,2023,1749031,455,32,107,21,3,0,69.8,297.4,60.7,69.7,1.742,47.6,4.056
Robby Shelton,28,2023,1743610,467,35,104,18,3,0,70.3,294.1,59.1,65.5,1.761,61,3.721
David Lipsky,35,2023,1716258,450,35,103,19,2,0,70.5,292.7,63.2,67.5,1.771,46.1,3.728
Carson Young,29,2023,1707716,397,35,99,17,2,0,70.2,295.6,65.6,69.6,1.76,43.2,3.798
Kevin Streelman,45,2023,1636664,505,31,96,17,2,0,70.7,297.3,59.8,66.6,1.792,49.4,3.427
Vincent Norrman,26,2023,1628489,670,29,85,16,3,1,70,314.2,57.8,69,1.764,48.3,4
Greyson Sigg,29,2023,1615856,420,34,105,20,2,0,69.8,295.8,61.4,69.3,1.759,49.6,3.752
Joseph Bramlett,35,2023,1597911,489,26,80,15,3,0,70,312.4,51.9,68.3,1.756,53.8,3.888
Harry Hall,26,2023,1564358,499,34,102,19,3,0,70,299.8,54,66.4,1.726,56.7,4.069
Chad Ramey,31,2023,1513390,362,35,101,19,1,0,70.4,294.3,60.9,66.8,1.752,49.3,3.891
Chesson Hadley,36,2023,1503167,304,32,94,17,3,0,69.9,299.3,58.3,69.3,1.74,54.7,4.085
Will Zalatoris,27,2023,1474780,244,8,0,6,1,0,0,0,0,0,0,0,0
Matt Wallace,33,2023,1451971,548,28,84,15,2,1,70.7,302.7,54.8,64.6,1.783,51.4,3.536
Will Gordon,27,2023,1449632,440,35,111,21,1,0,70.1,311.4,61.6,70.8,1.76,51.9,4.054
Doug Ghim,27,2023,1437263,345,31,93,16,0,0,69.9,297.7,67.8,71.5,1.781,48.9,3.806
Tyson Alexander,35,2023,1433633,425,35,95,14,2,0,71.1,299.5,53.3,63.9,1.766,53.5,3.611
Justin Lower,34,2023,1426711,430,37,109,19,3,0,70.3,294.2,59.4,66.6,1.74,55.6,3.982
Trey Mullinax,31,2023,1413549,291,27,71,10,2,0,71.5,311.8,48.9,63.5,1.799,46.1,3.549
Ben Martin,36,2023,1379841,387,34,103,18,3,0,70.1,293.9,62.5,68.2,1.743,50.3,4.01
Peter Malnati,36,2023,1369804,354,35,95,14,2,0,70.8,295.2,51.6,62.8,1.747,54.8,3.758
Aaron Baddeley,43,2023,1337851,458,26,80,16,3,0,69.8,284.5,57.2,65.8,1.725,46.1,3.763
Maverick McNealy,28,2023,1328512,414,21,63,13,3,0,70,299.9,54.7,63.1,1.732,57.3,3.619
Troy Merritt,38,2023,1302362,273,34,92,14,3,0,70.7,293.4,65.8,65.3,1.776,49.6,3.761
C.T. Pan,32,2023,1272421,308,19,54,9,3,0,69.7,296.6,61.4,70.5,1.782,50.8,3.667
Martin Laird,41,2023,1258725,391,31,88,15,1,0,70.4,292.4,65.8,69.6,1.778,48.5,3.761
Ryan Palmer,47,2023,1244899,193,29,79,12,3,0,70.2,301.2,61.9,67.9,1.758,49.2,3.949
Ryan Moore,41,2023,1234755,201,30,83,12,3,0,69.8,287,70.1,69.4,1.751,56.6,3.831
Kevin Yu,--,2023,1232379,445,23,71,12,3,0,69.6,311.3,61.5,72.6,1.77,41,4.211
Lucas Herbert,28,2023,1192273,199,20,62,13,1,0,70.6,304.5,55.8,62.1,1.724,43,3.871
Andrew Novak,28,2023,1173140,424,30,95,19,2,0,70.1,299.7,58.4,67.1,1.783,49.7,3.695
Carl Yuan,26,2023,1167050,199,30,84,14,2,0,70.5,306.8,54.3,67.3,1.753,55.9,4.024
Patton Kizzire,38,2023,1161610,303,33,100,19,2,0,70.2,300.8,57.9,66.7,1.75,51.4,3.99
Henrik Norlander,36,2023,1158809,229,32,91,16,1,0,70.5,292.3,62.1,69.1,1.801,51.2,3.462
Jimmy Walker,45,2023,1111220,294,31,86,12,0,0,70.9,307.2,52.3,64.1,1.786,48.6,3.558
Cameron Champ,28,2023,1103852,219,29,78,12,3,0,70.6,317.9,59.9,69.3,1.783,40.8,3.833
Zecheng Dou,27,2023,1099906,299,33,97,19,1,0,70.5,302.6,54.5,67.6,1.765,36.2,3.918
Matti Schmid,26,2023,1064025,206,30,79,11,2,0,70.6,314.1,59.9,68.6,1.766,47.2,3.987
Nico Echavarria,29,2023,1035131,417,31,78,8,1,1,70.8,299.4,59.7,65.7,1.774,47.1,3.41
Aaron Wise,27,2023,1020174,289,15,0,8,1,0,0,0,0,0,0,0,0
Kramer Hickok,31,2023,1017832,236,34,97,17,0,0,70.4,296.7,63.4,68.6,1.79,52.9,3.454
Charley Hoffman,47,2023,994186,246,31,81,12,0,0,70.3,306.1,55.7,68.4,1.797,52,3.679
Austin Smotherman,29,2023,957049,293,35,100,17,1,0,70.4,300.4,62.6,66.4,1.758,45.7,3.94
Webb Simpson,38,2023,908929,252,19,57,9,2,0,71,299.6,62.2,63.5,1.742,48.3,3.491
Adam Long,36,2023,884088,222,38,113,20,0,0,70.4,290.9,67.3,66.3,1.741,50,3.69
Scott Piercy,45,2023,861981,280,36,99,17,0,0,70.2,293.3,60.3,65.2,1.738,47.9,3.99
Matthias Schwab,29,2023,847328,204,37,103,16,2,0,71,294,61.5,65.6,1.782,48.1,3.359
Harrison Endycott,27,2023,840303,282,33,89,14,1,0,70.7,293.2,62.4,66.2,1.779,49,3.674
MJ Daffue,35,2023,830919,330,35,103,19,0,0,70.5,310.5,58.5,67,1.779,51.5,4.029
Kevin Tway,35,2023,815058,207,38,101,15,0,0,70.3,308.1,52.6,67.9,1.787,46.4,3.396
Zach Johnson,48,2023,807499,196,22,68,13,0,0,71,290.1,65.9,65.8,1.784,41.3,3.162
Mito Pereira,28,2023,789784,236,6,0,5,1,0,0,0,0,0,0,0,0
Paul Haley II,36,2023,755188,259,35,92,14,1,0,71.2,284.1,65.8,64.8,1.772,52.8,3.424
Stewart Cink,50,2023,743246,156,27,80,13,1,0,70.5,305.5,52.7,66,1.754,42,3.738
Kelly Kraft,35,2023,722098,103,32,90,15,0,0,70.5,287.3,66.7,67,1.752,47.8,3.667
Harry Higgs,32,2023,718748,274,31,84,14,1,0,70.9,301.6,53.9,64.7,1.728,51.1,3.833
Vince Whaley,29,2023,706130,22,14,0,10,1,0,0,0,0,0,0,0,0
Satoshi Kodaira,34,2023,699577,120,20,63,13,0,0,70.1,287.1,71,69.1,1.778,54.3,3.968
Russell Knox,38,2023,692454,219,37,114,24,0,0,70.4,285.3,62.7,71.7,1.799,48.1,3.535
Dylan Frittelli,33,2023,683295,180,35,78,7,0,0,71.8,303.2,47,59.6,1.768,38.9,3.372
Austin Cook,33,2023,647085,140,33,85,12,1,0,70.6,282.3,65.3,65.2,1.759,54.3,3.659
Cody Gribble,33,2023,640107,209,23,70,14,2,0,70.5,299.9,60.5,67.5,1.78,47.9,3.814
Richy Werenski,32,2023,617783,217,37,99,15,0,0,71,300.5,58.4,62.8,1.731,53.5,3.747
Ryan Brehm,37,2023,596227,155,34,86,9,0,0,71.5,308.1,49,64.5,1.79,46.9,3.395
Tano Goya,35,2023,595760,175,30,90,19,0,0,70.1,303.1,61.6,68.7,1.764,55.7,4.211
Doc Redman,26,2023,595132,181,31,78,11,1,0,70.7,293.5,62.2,69.9,1.79,51.4,3.782
James Hahn,42,2023,576584,164,27,80,14,1,0,70.9,298.9,64.6,68.3,1.78,31.7,3.575
Dean Burmester,34,2023,576165,212,8,0,8,1,0,0,0,0,0,0,0,0
Cameron Percy,49,2023,574605,199,23,67,12,0,0,70.5,289.3,63.5,69.4,1.802,48.4,3.403
Francesco Molinari,41,2023,566848,121,18,0,6,0,0,0,0,0,0,0,0,0
Ryan Armour,48,2023,539788,191,33,92,14,0,0,70.7,283.6,71.1,69.1,1.776,44.4,3.5
Padraig Harrington,52,2023,528807,133,8,0,7,1,0,0,0,0,0,0,0,0
Jason Dufner,46,2023,525090,146,33,91,13,0,0,70.9,299.1,58,68.6,1.792,49.5,3.681
Lanto Griffin,35,2023,514634,85,19,57,10,0,0,70.8,302.3,63.6,68.5,1.801,56.1,3.421
Martin Trainer,32,2023,509265,139,24,63,11,1,0,71,302.2,56.4,65.2,1.765,42,3.968
Trevor Cone,31,2023,494936,174,30,82,14,1,0,71,314,53.6,69.6,1.802,50.4,3.78
Brice Garnett,40,2023,492959,173,28,86,17,1,0,70.4,288.7,64.6,70.5,1.764,50,3.686
Sean O'Hair,41,2023,489032,185,21,52,7,1,0,70.6,293.3,62.4,66.6,1.777,58.4,3.808
Kevin Roy,34,2023,478670,143,31,76,10,1,0,70.5,303.4,58.4,68.5,1.781,46.5,3.868
S.Y. Noh,32,2023,468487,184,23,68,15,0,0,70.6,303.7,52.6,66.7,1.734,52.3,3.882
Brent Grant,27,2023,466212,158,33,84,12,1,0,71.1,311.2,63.6,68.4,1.8,48.7,3.869
Luke Donald,46,2023,456642,127,15,0,8,0,0,0,0,0,0,0,0,0
Chris Stroud,42,2023,449238,155,22,57,8,1,0,70.5,289.2,60.3,68.7,1.79,53.4,3.526
Michael Thompson,38,2023,438817,139,15,0,8,0,0,0,0,0,0,0,0,0
Grayson Murray,30,2023,437066,172,13,0,4,2,0,0,0,0,0,0,0,0
Max McGreevy,28,2023,422905,142,37,92,11,1,0,71.6,290.2,59.2,63.6,1.775,53.8,3.337
Erik Barnes,36,2023,422239,149,15,0,5,1,0,0,0,0,0,0,0,0
Robert Streb,36,2023,402060,145,33,81,11,0,0,70.6,297.6,57,66.5,1.777,42.6,3.42
Hank Lebioda,30,2023,382836,89,24,61,8,0,0,71.5,297.6,58.7,67.6,1.805,48.9,3.262
Augusto Núñez,31,2023,382748,149,32,85,14,0,0,70.8,310,56.4,68.5,1.823,48,3.506
Jhonattan Vegas,39,2023,375361,112,7,0,4,0,0,0,0,0,0,0,0,0
Jim Herman,46,2023,372745,95,29,77,12,0,0,71.5,290,65.9,67.5,1.834,39.6,3.286
Kevin Chappell,37,2023,362455,138,21,56,9,0,0,70.5,302,55.4,68.1,1.761,48.7,3.589
Brendan Steele,40,2023,350609,133,10,0,5,0,0,0,0,0,0,0,0,0
Kevin Kisner,40,2023,335671,70,18,0,8,0,0,0,0,0,0,0,0,0
Jonathan Byrd,46,2023,322026,125,24,60,6,0,0,70.8,289.3,61.3,65.2,1.791,43.7,3.433
Danny Lee,33,2023,316795,112,11,0,6,0,0,0,0,0,0,0,0,0
Trevor Werbylo,--,2023,309436,111,31,83,15,0,0,71.3,305.7,51.4,64.1,1.794,51,3.349
Kyle Westmoreland,32,2023,308365,95,32,79,11,0,0,71.2,313.5,47.6,66.5,1.792,45.1,3.608
Scott Harrington,43,2023,300546,107,31,80,10,0,0,71.1,308.1,52.7,66.4,1.773,54.2,3.888
Wesley Bryan,33,2023,297461,104,19,48,8,1,0,70.8,299.6,54,64.9,1.774,50.7,3.896
Brian Stuard,41,2023,296420,90,29,73,9,0,0,71.2,271.5,64.7,62.4,1.737,54.7,3.411
Sung Kang,36,2023,292639,98,19,49,7,0,0,71.2,289,52.1,67.2,1.752,61.4,3.633
William McGirt,44,2023,281110,86,19,53,10,0,0,70.6,280,65.7,65.8,1.756,60.3,3.566
Brandon Matthews,29,2023,265711,101,28,59,5,1,0,72.2,321.3,47.4,64.4,1.814,34,3.458
Andrew Landry,36,2023,263815,49,29,80,13,0,0,71.4,288.4,64.2,64,1.777,52.9,3.35
Nick Watney,42,2023,263725,96,32,76,7,0,0,72,295.8,48.5,63.5,1.788,47.6,3.25
Jonas Blixt,39,2023,241393,91,14,0,5,0,0,0,0,0,0,0,0,0
Brian Gay,52,2023,219638,67,15,0,4,0,0,0,0,0,0,0,0,0
Ricky Barnes,43,2023,190721,67,16,0,3,1,0,0,0,0,0,0,0,0
Nicholas Lindheim,39,2023,187577,29,6,0,4,0,0,0,0,0,0,0,0,0
Sebastián Muñoz,31,2023,183818,59,7,0,5,0,0,0,0,0,0,0,0,0
Geoff Ogilvy,46,2023,173140,63,12,0,5,0,0,0,0,0,0,0,0,0
Bill Haas,41,2023,170817,65,12,0,5,0,0,0,0,0,0,0,0,0
Michael Gligic,34,2023,169449,63,32,73,7,0,0,71.8,304.6,52.6,64.2,1.807,39.8,3.11
Brandt Snedeker,43,2023,167113,35,11,0,6,0,0,0,0,0,0,0,0,0
Rory Sabbatini,47,2023,149009,55,14,0,2,0,0,0,0,0,0,0,0,0
Fabián Gómez,45,2023,143701,55,10,0,3,0,0,0,0,0,0,0,0,0
Tommy Gainey,48,2023,137388,46,16,0,4,0,0,0,0,0,0,0,0,0
John Huh,33,2023,121256,45,8,0,4,0,0,0,0,0,0,0,0,0
Ted Potter Jr.,40,2023,112208,37,11,0,5,0,0,0,0,0,0,0,0,0
D.J. Trahan,43,2023,92850,7,10,0,3,0,0,0,0,0,0,0,0,0
Greg Chalmers,50,2023,88172,28,15,0,6,0,0,0,0,0,0,0,0,0
Anders Albertson,30,2023,87639,34,9,0,4,0,0,0,0,0,0,0,0,0
Kyle Stanley,36,2023,84721,11,18,0,4,0,0,0,0,0,0,0,0,0
D.A. Points,47,2023,83872,9,11,0,2,0,0,0,0,0,0,0,0,0
Scott Brown,40,2023,78995,26,16,0,5,0,0,0,0,0,0,0,0,0
Ben Crane,48,2023,71025,13,14,0,5,0,0,0,0,0,0,0,0,0
Tiger Woods,48,2023,59560,11,2,0,1,0,0,0,0,0,0,0,0,0
J.B. Holmes,41,2023,58884,7,10,0,2,0,0,0,0,0,0,0,0,0
Jerry Kelly,57,2023,58000,7,2,0,1,0,0,0,0,0,0,0,0,0
Sangmoon Bae,37,2023,57871,12,8,0,3,0,0,0,0,0,0,0,0,0
Philip Knowles,27,2023,53421,18,9,0,3,0,0,0,0,0,0,0,0,0
Derek Ernst,33,2023,52898,27,11,0,2,0,0,0,0,0,0,0,0,0
Derek Lamely,43,2023,52205,26,9,0,2,0,0,0,0,0,0,0,0,0
Robert Garrigus,46,2023,48425,0,9,0,1,0,0,0,0,0,0,0,0,0
Ernie Els,54,2023,46200,6,2,0,1,0,0,0,0,0,0,0,0,0
Fred Couples,64,2023,46080,9,1,0,1,0,0,0,0,0,0,0,0,0
Mike Weir,53,2023,21438,7,2,0,1,0,0,0,0,0,0,0,0,0
Kevin Stadler,44,2023,21318,4,9,0,2,0,0,0,0,0,0,0,0,0
George McNeill,48,2023,16834,6,6,0,2,0,0,0,0,0,0,0,0,0
Arjun Atwal,50,2023,16367,8,10,0,1,0,0,0,0,0,0,0,0,0
Scott Gutschewski,47,2023,14690,5,1,0,1,0,0,0,0,0,0,0,0,0
Bo Van Pelt,48,2023,11172,6,7,0,1,0,0,0,0,0,0,0,0,0
Richard S. Johnson,47,2023,8208,2,6,0,1,0,0,0,0,0,0,0,0,0
Scottie Scheffler,27,2022,14046910,-20,25,84,20,11,4,68.9,311.6,60,72.3,1.72,49.5,4.595
Cameron Smith,30,2022,10107897,-9,18,62,14,7,3,68.9,299.7,57.5,68,1.679,52.2,4.629
Will Zalatoris,27,2022,9405082,3680,24,76,17,9,1,69.6,314.7,55.4,70.9,1.734,49,4.316
Patrick Cantlay,32,2022,9369605,-16,20,68,17,12,2,69,308,60.6,69.3,1.732,57.7,4.441
Rory McIlroy,34,2022,8654566,-21,16,60,14,10,3,68.9,321.3,58.1,69.9,1.739,61.6,4.533
Xander Schauffele,30,2022,7427299,-18,21,72,18,7,3,68.9,308.5,62.2,70.5,1.725,64.9,4.319
Sam Burns,27,2022,7073986,-7,24,80,17,8,3,69.4,309.6,55.4,68.7,1.721,49.6,4.325
Matt Fitzpatrick,29,2022,7012672,-11,20,70,17,10,1,69.5,303.8,63.4,66.8,1.787,63.9,3.686
Justin Thomas,30,2022,6829576,-17,21,76,19,10,1,68.8,314.3,54.8,68.3,1.718,62.7,4.579
Cameron Young,26,2022,6520598,-10,25,82,18,7,0,69.6,319.3,58.7,64.9,1.728,48.2,4.415
Tony Finau,34,2022,6117886,-15,25,86,20,7,2,69.2,308,58,71.3,1.752,51.1,4.221
Hideki Matsuyama,32,2022,5776298,-13,21,72,17,6,2,69.5,304.7,59.4,68.3,1.745,54.9,4.181
Sungjae Im,25,2022,5567974,-20,26,88,21,9,1,69.2,303.7,65.5,70.8,1.762,56.9,3.989
Max Homa,33,2022,5289842,-17,24,82,20,5,2,69.9,306.3,60.6,66,1.747,51.6,3.939
Jon Rahm,29,2022,5248220,-11,19,70,18,8,1,69.6,318.9,62.5,71.6,1.768,40.8,4.171
Joaquin Niemann,25,2022,5076060,-13,24,80,19,5,1,69.5,309.1,56.7,67.9,1.729,55.2,4.15
Jordan Spieth,30,2022,5018444,-12,22,74,17,6,1,69.7,308.4,56,67.4,1.748,51.4,4.068
Billy Horschel,37,2022,4940600,-8,22,70,16,5,1,69.8,297.3,65.1,68.2,1.768,56.3,3.8
Viktor Hovland,26,2022,4868461,-11,21,70,17,5,1,69.7,308.4,61.9,67,1.731,45.5,4.371
Collin Morikawa,27,2022,4837271,-8,19,60,14,8,0,69.6,301.8,65.3,68.6,1.746,47.2,4.033
Sepp Straka,30,2022,4722434,-16,33,98,19,5,1,70.8,303,59.9,66.6,1.784,50,3.561
Tom Hoge,34,2022,4310046,-14,32,96,19,6,1,69.9,298.1,61.6,66.3,1.757,52,3.917
Scott Stallings,38,2022,3933593,3,31,96,17,7,0,69.9,306,54.8,65.4,1.739,55.1,3.948
Corey Conners,32,2022,3876590,-3,25,87,20,4,0,69.7,302.7,66.8,71.9,1.782,45.6,3.862
Kevin Kisner,40,2022,3757424,1095,24,66,12,5,0,70.2,290.4,65.5,67.2,1.752,49.5,3.833
Talor Gooch,32,2022,3718990,1302,22,71,16,4,1,69.5,304.4,61.9,69.3,1.733,58.9,4.099
Keegan Bradley,37,2022,3623137,946,25,80,18,6,0,70.2,307.5,59.8,66.2,1.754,47.7,3.788
Shane Lowry,36,2022,3616679,1222,18,58,14,4,0,69.7,306.9,61.4,67.9,1.767,67.1,3.69
Aaron Wise,27,2022,3454521,-12,24,86,19,4,0,69.4,308.3,59.2,69.1,1.748,43,4.07
K.H. Lee,32,2022,3347180,-1,28,98,21,2,1,70.2,302.5,62.2,65.8,1.755,53.4,3.704
J.T. Poston,30,2022,3292443,-11,30,88,15,4,1,69.8,298.2,59.4,66.7,1.771,53.3,3.716
Brian Harman,37,2022,3226839,-8,27,91,21,6,0,69.9,292.2,66.6,67.1,1.776,61.9,3.516
Davis Riley,27,2022,3190793,1150,29,94,19,6,0,69.9,307.6,61.9,67,1.727,47.8,4.149
Sahith Theegala,26,2022,3124668,1,32,113,26,5,0,70,304.3,54,66.5,1.758,45.2,3.832
Séamus Power,37,2022,3100241,1006,26,78,16,5,0,69.7,301,61.8,68.7,1.753,52.8,3.949
Anirban Lahiri,36,2022,3084598,642,24,72,12,3,0,70.6,298.2,61.9,64.9,1.767,50,3.486
Keith Mitchell,32,2022,3068341,1063,26,86,20,6,0,69.5,311.8,61.8,67.6,1.777,54.6,4.058
Cameron Tringale,36,2022,3050519,974,29,92,19,5,0,70.3,301.9,58.6,67.5,1.765,41.4,3.761
J.J. Spaun,33,2022,2951152,1177,29,95,19,3,1,70.3,294.7,64.1,67,1.752,44.1,3.811
Adam Scott,43,2022,2913198,-4,20,72,18,5,0,70.1,312.4,55.3,67.7,1.742,52.7,4.014
Denny McCarthy,31,2022,2882771,1111,29,100,22,5,0,69.8,291.6,64.5,65.3,1.744,57.7,3.62
Tommy Fleetwood,33,2022,2874008,766,17,56,14,5,0,69.8,301.5,59.4,65.7,1.754,62.2,3.768
Tyrrell Hatton,32,2022,2849792,972,19,64,16,3,0,70.2,305.7,54.6,64.1,1.728,58.9,3.875
Russell Henley,34,2022,2837505,1002,22,78,19,4,0,69.5,298.7,67.5,70.9,1.738,39.1,4.205
Tom Kim,21,2022,2824580,1154,11,0,10,3,1,0,0,0,0,0,0,0
Mito Pereira,28,2022,2797925,962,27,89,18,3,0,69.9,303.9,60.4,69.6,1.765,47.1,3.753
Luke List,39,2022,2734720,957,28,80,15,3,1,70.5,314.8,55.1,69.7,1.807,47.6,3.663
Maverick McNealy,28,2022,2689754,1111,27,88,22,4,0,69.8,307.4,57.9,66.8,1.721,48.6,4.102
Adam Hadwin,36,2022,2574396,777,26,90,20,5,0,70.1,297.2,63.7,67.8,1.763,59.2,3.822
Lucas Herbert,28,2022,2558440,1004,20,54,10,2,1,71.3,307.3,50.8,57.8,1.73,63.7,3.741
Kurt Kitayama,31,2022,2547912,1015,24,70,11,3,0,70.5,310.8,51.9,65.8,1.754,54.4,3.814
Sebastián Muñoz,31,2022,2545121,901,25,83,18,3,0,70.2,303.7,62,66.5,1.781,55.1,3.771
Brendan Steele,40,2022,2531909,783,23,73,14,4,0,70.4,307.8,61.4,69.3,1.802,45.2,3.438
Chris Kirk,38,2022,2408913,725,25,84,17,4,0,70.1,300.1,64.5,66.1,1.774,56,3.56
Jason Kokrak,38,2022,2339960,801,19,61,14,1,1,70.4,309.2,61.3,65.3,1.764,55.4,3.721
Taylor Pendrith,32,2022,2330840,987,21,71,16,3,0,69.7,316.1,57,70.7,1.766,55.9,4.042
Harold Varner III,33,2022,2294141,717,23,69,15,3,0,70,305.8,54.6,66.5,1.743,55,4.072
Mackenzie Hughes,33,2022,2276212,841,27,82,16,3,0,70.7,298,57.5,62.8,1.751,51.1,3.598
Si Woo Kim,28,2022,2234151,815,29,98,22,1,0,70.3,301.1,64,65.6,1.765,48.2,3.847
